Product_Name_Extracted,Price,Type,Source,Product_Name_Clean,Price_Numeric
The North Face,7146,Jacket,Amazon,the north face,7146.0
The North Face,9972,Jacket,Flipkart,the north face,9972.0
The North Face - Green,7643,Jacket,Amazon,the north face green,7643.0
The North Face - Green,8854,Jacket,Flipkart,the north face green,8854.0
The North Face - Black,8617,Jacket,Amazon,the north face black,8617.0
The North Face - Black,10159,Jacket,Flipkart,the north face black,10159.0
Allen Solly Kurta - Red,1750,Kurta,Amazon,allen solly kurta red,1750.0
Allen Solly Kurta - Red,964,Kurta,Flipkart,allen solly kurta red,964.0
Allen Solly Kurta,2839,Kurta,Amazon,allen solly kurta,2839.0
Allen Solly Kurta,931,Kurta,Flipkart,allen solly kurta,931.0
Allen Solly Kurta - Blue,3307,Kurta,Amazon,allen solly kurta blue,3307.0
Allen Solly Kurta - Blue,1453,Kurta,Flipkart,allen solly kurta blue,1453.0
Allen Solly Kurta - Blue,1572,Kurta,Amazon,allen solly kurta blue,1572.0
Allen Solly Kurta - Blue,235,Kurta,Flipkart,allen solly kurta blue,235.0
Allen Solly Kurta - Blue,3087,Kurta,Flipkart,allen solly kurta blue,3087.0
W Ethnic Kurta - Purple,2142,Kurta,Amazon,w ethnic kurta purple,2142.0
W Ethnic Kurta - Purple,1412,Kurta,Flipkart,w ethnic kurta purple,1412.0
W Ethnic Kurta,3236,Kurta,Amazon,w ethnic kurta,3236.0
W Ethnic Kurta,2775,Kurta,Flipkart,w ethnic kurta,2775.0
W Ethnic Kurta,1702,Kurta,Amazon,w ethnic kurta,1702.0
W Ethnic Kurta,3129,Kurta,Flipkart,w ethnic kurta,3129.0
W Ethnic Kurta - Gold,1166,Kurta,Flipkart,w ethnic kurta gold,1166.0
W Ethnic Kurta,2576,Kurta,Amazon,w ethnic kurta,2576.0
W Ethnic Kurta,892,Kurta,Flipkart,w ethnic kurta,892.0
W Ethnic Kurta - Blue,1493,Kurta,Amazon,w ethnic kurta blue,1493.0
W Ethnic Kurta - Red,1233,Kurta,Flipkart,w ethnic kurta red,1233.0
Fabindia Traditional Kurta,2250,Kurta,Amazon,fabindia traditional kurta,2250.0
Fabindia Traditional Kurta,1984,Kurta,Flipkart,fabindia traditional kurta,1984.0
Fabindia Traditional Kurta - Gold,1047,Kurta,Amazon,fabindia traditional kurta gold,1047.0
Fabindia Traditional Kurta - Gold,4578,Kurta,Flipkart,fabindia traditional kurta gold,4578.0
Fabindia Traditional Kurta - Blue,1116,Kurta,Amazon,fabindia traditional kurta blue,1116.0
Fabindia Traditional Kurta - Blue,1660,Kurta,Flipkart,fabindia traditional kurta blue,1660.0
Fabindia Traditional Kurta,1129,Kurta,Amazon,fabindia traditional kurta,1129.0
Fabindia Traditional Kurta,4118,Kurta,Flipkart,fabindia traditional kurta,4118.0
Fabindia Traditional Kurta,3489,Kurta,Amazon,fabindia traditional kurta,3489.0
Fabindia Traditional Kurta,1135,Kurta,Flipkart,fabindia traditional kurta,1135.0
Fabindia Traditional Kurta,4213,Kurta,Amazon,fabindia traditional kurta,4213.0
Fabindia Traditional Kurta,3416,Kurta,Flipkart,fabindia traditional kurta,3416.0
Global Desi Kurta - Red,3822,Kurta,Amazon,global desi kurta red,3822.0
Global Desi Kurta - Red,372,Kurta,Flipkart,global desi kurta red,372.0
Global Desi Kurta - Blue,3577,Kurta,Amazon,global desi kurta blue,3577.0
Global Desi Kurta - Blue,3807,Kurta,Flipkart,global desi kurta blue,3807.0
Global Desi Kurta - Green,3029,Kurta,Amazon,global desi kurta green,3029.0
Global Desi Kurta - Green,3950,Kurta,Flipkart,global desi kurta green,3950.0
Global Desi Kurta,2261,Kurta,Amazon,global desi kurta,2261.0
Global Desi Kurta,724,Kurta,Flipkart,global desi kurta,724.0
Global Desi Kurta,3747,Kurta,Amazon,global desi kurta,3747.0
Global Desi Kurta,2413,Kurta,Flipkart,global desi kurta,2413.0
Global Desi Kurta - Purple,3423,Kurta,Amazon,global desi kurta purple,3423.0
Global Desi Kurta - Purple,3010,Kurta,Flipkart,global desi kurta purple,3010.0
Global Desi Kurta - Black,1783,Kurta,Amazon,global desi kurta black,1783.0
Global Desi Kurta - Black,1491,Kurta,Flipkart,global desi kurta black,1491.0
Global Desi Kurta,2278,Kurta,Amazon,global desi kurta,2278.0
Global Desi Kurta,611,Kurta,Flipkart,global desi kurta,611.0
Global Desi Kurta,665,Kurta,Amazon,global desi kurta,665.0
Global Desi Kurta,2445,Kurta,Flipkart,global desi kurta,2445.0
Sarojini Silk Kurta,3404,Kurta,Amazon,sarojini silk kurta,3404.0
Sarojini Silk Kurta,3997,Kurta,Flipkart,sarojini silk kurta,3997.0
Sarojini Silk Kurta - Red,3715,Kurta,Amazon,sarojini silk kurta red,3715.0
Sarojini Silk Kurta - Red,5369,Kurta,Flipkart,sarojini silk kurta red,5369.0
Sarojini Silk Kurta - Gold,3845,Kurta,Amazon,sarojini silk kurta gold,3845.0
Sarojini Silk Kurta - Gold,3235,Kurta,Flipkart,sarojini silk kurta gold,3235.0
Sarojini Silk Kurta - Green,5292,Kurta,Amazon,sarojini silk kurta green,5292.0
Sarojini Silk Kurta - Green,3464,Kurta,Flipkart,sarojini silk kurta green,3464.0
Sarojini Silk Kurta - Purple,5275,Kurta,Amazon,sarojini silk kurta purple,5275.0
Sarojini Silk Kurta - Purple,6427,Kurta,Flipkart,sarojini silk kurta purple,6427.0
Sarojini Silk Kurta,3725,Kurta,Amazon,sarojini silk kurta,3725.0
Sarojini Silk Kurta,4545,Kurta,Flipkart,sarojini silk kurta,4545.0
Sarojini Silk Kurta - Purple,4116,Kurta,Amazon,sarojini silk kurta purple,4116.0
Sarojini Silk Kurta - Purple,4686,Kurta,Flipkart,sarojini silk kurta purple,4686.0
Sarojini Silk Kurta - Green,4301,Kurta,Amazon,sarojini silk kurta green,4301.0
Sarojini Silk Kurta - Green,6015,Kurta,Flipkart,sarojini silk kurta green,6015.0
Sarojini Silk Kurta,2668,Kurta,Amazon,sarojini silk kurta,2668.0
Sarojini Silk Kurta,2744,Kurta,Flipkart,sarojini silk kurta,2744.0
Kalki Fashion Kurta - Blue,1393,Kurta,Amazon,kalki fashion kurta blue,1393.0
Kalki Fashion Kurta - Blue,3141,Kurta,Flipkart,kalki fashion kurta blue,3141.0
Kalki Fashion Kurta - Blue,3294,Kurta,Amazon,kalki fashion kurta blue,3294.0
Kalki Fashion Kurta - Blue,3582,Kurta,Flipkart,kalki fashion kurta blue,3582.0
Kalki Fashion Kurta,2685,Kurta,Amazon,kalki fashion kurta,2685.0
Kalki Fashion Kurta,1795,Kurta,Flipkart,kalki fashion kurta,1795.0
Kalki Fashion Kurta - Silver,1813,Kurta,Amazon,kalki fashion kurta silver,1813.0
Kalki Fashion Kurta - Silver,3661,Kurta,Flipkart,kalki fashion kurta silver,3661.0
Kalki Fashion Kurta - Purple,2453,Kurta,Amazon,kalki fashion kurta purple,2453.0
Kalki Fashion Kurta - Purple,2630,Kurta,Flipkart,kalki fashion kurta purple,2630.0
Kalki Fashion Kurta,4642,Kurta,Amazon,kalki fashion kurta,4642.0
Kalki Fashion Kurta,1620,Kurta,Flipkart,kalki fashion kurta,1620.0
Kalki Fashion Kurta,3586,Kurta,Amazon,kalki fashion kurta,3586.0
Kalki Fashion Kurta,5217,Kurta,Flipkart,kalki fashion kurta,5217.0
Kalki Fashion Kurta,4307,Kurta,Amazon,kalki fashion kurta,4307.0
Kalki Fashion Kurta,5102,Kurta,Flipkart,kalki fashion kurta,5102.0
Kalki Fashion Kurta - White,2656,Kurta,Amazon,kalki fashion kurta white,2656.0
Kalki Fashion Kurta - White,4776,Kurta,Flipkart,kalki fashion kurta white,4776.0
Kalki Fashion Kurta,1933,Kurta,Amazon,kalki fashion kurta,1933.0
Kalki Fashion Kurta,2583,Kurta,Flipkart,kalki fashion kurta,2583.0
LG 450L,36478,Refrigerator,Amazon,lg l,36478.0
LG 450L,40639,Refrigerator,Flipkart,lg l,40639.0
LG 450L - Purple,37062,Refrigerator,Amazon,lg l purple,37062.0
LG 450L - Purple,40403,Refrigerator,Flipkart,lg l purple,40403.0
LG 450L,34752,Refrigerator,Amazon,lg l,34752.0
LG 450L,41497,Refrigerator,Flipkart,lg l,41497.0
LG 450L - White,35029,Refrigerator,Amazon,lg l white,35029.0
LG 450L - White,41851,Refrigerator,Flipkart,lg l white,41851.0
LG 450L,35625,Refrigerator,Amazon,lg l,35625.0
LG 450L,38420,Refrigerator,Flipkart,lg l,38420.0
LG 450L,36245,Refrigerator,Amazon,lg l,36245.0
LG 450L,38219,Refrigerator,Flipkart,lg l,38219.0
LG 450L,37132,Refrigerator,Amazon,lg l,37132.0
LG 450L,38339,Refrigerator,Flipkart,lg l,38339.0
Samsung 453L,40814,Refrigerator,Amazon,samsung l,40814.0
Samsung 453L,44625,Refrigerator,Flipkart,samsung l,44625.0
Samsung 453L,40020,Refrigerator,Amazon,samsung l,40020.0
Samsung 453L,42162,Refrigerator,Flipkart,samsung l,42162.0
Samsung 453L,39156,Refrigerator,Amazon,samsung l,39156.0
Samsung 453L,44433,Refrigerator,Flipkart,samsung l,44433.0
Samsung 453L - Purple,38460,Refrigerator,Amazon,samsung l purple,38460.0
Samsung 453L - Purple,44523,Refrigerator,Flipkart,samsung l purple,44523.0
Samsung 453L - Purple,40566,Refrigerator,Amazon,samsung l purple,40566.0
Samsung 453L - Purple,43213,Refrigerator,Flipkart,samsung l purple,43213.0
Samsung 453L - Purple,40883,Refrigerator,Amazon,samsung l purple,40883.0
Samsung 453L - Purple,43856,Refrigerator,Flipkart,samsung l purple,43856.0
Samsung 453L,40592,Refrigerator,Amazon,samsung l,40592.0
Samsung 453L,43309,Refrigerator,Flipkart,samsung l,43309.0
Samsung 453L,38267,Refrigerator,Amazon,samsung l,38267.0
Samsung 453L,44721,Refrigerator,Flipkart,samsung l,44721.0
Samsung 453L,40295,Refrigerator,Amazon,samsung l,40295.0
Samsung 453L,41365,Refrigerator,Flipkart,samsung l,41365.0
Samsung 453L,38063,Refrigerator,Amazon,samsung l,38063.0
Samsung 453L,41636,Refrigerator,Flipkart,samsung l,41636.0
Whirlpool 440L,32407,Refrigerator,Amazon,whirlpool l,32407.0
Whirlpool 440L,36173,Refrigerator,Flipkart,whirlpool l,36173.0
Whirlpool 440L - Purple,34775,Refrigerator,Amazon,whirlpool l purple,34775.0
Whirlpool 440L - Purple,37013,Refrigerator,Flipkart,whirlpool l purple,37013.0
Whirlpool 440L - Gold,34136,Refrigerator,Amazon,whirlpool l gold,34136.0
Whirlpool 440L - Gold,36762,Refrigerator,Flipkart,whirlpool l gold,36762.0
Whirlpool 440L,32529,Refrigerator,Amazon,whirlpool l,32529.0
Whirlpool 440L,35771,Refrigerator,Flipkart,whirlpool l,35771.0
Whirlpool 440L,32615,Refrigerator,Amazon,whirlpool l,32615.0
Whirlpool 440L,36022,Refrigerator,Flipkart,whirlpool l,36022.0
Whirlpool 440L,34392,Refrigerator,Amazon,whirlpool l,34392.0
Whirlpool 440L,36548,Refrigerator,Flipkart,whirlpool l,36548.0
Godrej 411L - Blue,27980,Refrigerator,Amazon,godrej l blue,27980.0
Godrej 411L - Blue,33115,Refrigerator,Flipkart,godrej l blue,33115.0
Godrej 411L - Green,30042,Refrigerator,Amazon,godrej l green,30042.0
Godrej 411L - Green,33177,Refrigerator,Flipkart,godrej l green,33177.0
Godrej 411L,27279,Refrigerator,Amazon,godrej l,27279.0
Godrej 411L,31746,Refrigerator,Flipkart,godrej l,31746.0
Godrej 411L,28864,Refrigerator,Amazon,godrej l,28864.0
Godrej 411L,33529,Refrigerator,Flipkart,godrej l,33529.0
Godrej 411L,27768,Refrigerator,Amazon,godrej l,27768.0
Godrej 411L,32312,Refrigerator,Flipkart,godrej l,32312.0
Godrej 411L,29190,Refrigerator,Amazon,godrej l,29190.0
Godrej 411L,31089,Refrigerator,Flipkart,godrej l,31089.0
Godrej 411L - Black,28101,Refrigerator,Amazon,godrej l black,28101.0
Godrej 411L - Black,31511,Refrigerator,Flipkart,godrej l black,31511.0
Godrej 411L,27616,Refrigerator,Amazon,godrej l,27616.0
Godrej 411L,31059,Refrigerator,Flipkart,godrej l,31059.0
Godrej 411L - Red,28275,Refrigerator,Amazon,godrej l red,28275.0
Godrej 411L - Red,34217,Refrigerator,Flipkart,godrej l red,34217.0
Godrej 411L,30240,Refrigerator,Amazon,godrej l,30240.0
Godrej 411L,31128,Refrigerator,Flipkart,godrej l,31128.0
Haier 410L,26090,Refrigerator,Amazon,haier l,26090.0
Haier 410L,32176,Refrigerator,Flipkart,haier l,32176.0
Haier 410L - Blue,25742,Refrigerator,Amazon,haier l blue,25742.0
Haier 410L - Blue,29786,Refrigerator,Flipkart,haier l blue,29786.0
Haier 410L - Gold,25498,Refrigerator,Amazon,haier l gold,25498.0
Haier 410L - Gold,32990,Refrigerator,Flipkart,haier l gold,32990.0
Haier 410L,28992,Refrigerator,Amazon,haier l,28992.0
Haier 410L,30813,Refrigerator,Flipkart,haier l,30813.0
Haier 410L - Gold,26886,Refrigerator,Amazon,haier l gold,26886.0
Haier 410L - Gold,32010,Refrigerator,Flipkart,haier l gold,32010.0
Bosch 345L - Silver,31936,Refrigerator,Amazon,bosch l silver,31936.0
Bosch 345L - Silver,33277,Refrigerator,Flipkart,bosch l silver,33277.0
Bosch 345L - White,31049,Refrigerator,Amazon,bosch l white,31049.0
Bosch 345L - White,35838,Refrigerator,Flipkart,bosch l white,35838.0
Bosch 345L,30614,Refrigerator,Amazon,bosch l,30614.0
Bosch 345L,33222,Refrigerator,Flipkart,bosch l,33222.0
Bosch 345L,28891,Refrigerator,Amazon,bosch l,28891.0
Bosch 345L,35985,Refrigerator,Flipkart,bosch l,35985.0
Bosch 345L - White,28060,Refrigerator,Amazon,bosch l white,28060.0
Bosch 345L - White,32684,Refrigerator,Flipkart,bosch l white,32684.0
Bosch 345L - Purple,28994,Refrigerator,Amazon,bosch l purple,28994.0
Bosch 345L - Purple,32035,Refrigerator,Flipkart,bosch l purple,32035.0
Bosch 345L,29520,Refrigerator,Amazon,bosch l,29520.0
Bosch 345L,35156,Refrigerator,Flipkart,bosch l,35156.0
Bosch 345L - Black,28373,Refrigerator,Amazon,bosch l black,28373.0
Bosch 345L - Black,34808,Refrigerator,Flipkart,bosch l black,34808.0
Bosch 345L - White,30639,Refrigerator,Amazon,bosch l white,30639.0
Bosch 345L - White,32629,Refrigerator,Flipkart,bosch l white,32629.0
Bosch 345L - Red,28952,Refrigerator,Amazon,bosch l red,28952.0
Bosch 345L - Red,33296,Refrigerator,Flipkart,bosch l red,33296.0
IFB 465L - Red,38789,Refrigerator,Amazon,ifb l red,38789.0
IFB 465L - Red,42086,Refrigerator,Flipkart,ifb l red,42086.0
IFB 465L,41679,Refrigerator,Amazon,ifb l,41679.0
IFB 465L,42160,Refrigerator,Flipkart,ifb l,42160.0
IFB 465L - Gold,39206,Refrigerator,Amazon,ifb l gold,39206.0
IFB 465L - Gold,44222,Refrigerator,Flipkart,ifb l gold,44222.0
IFB 465L,40225,Refrigerator,Amazon,ifb l,40225.0
IFB 465L,43423,Refrigerator,Flipkart,ifb l,43423.0
IFB 465L - Silver,41552,Refrigerator,Amazon,ifb l silver,41552.0
IFB 465L - Silver,45404,Refrigerator,Flipkart,ifb l silver,45404.0
IFB 465L,38633,Refrigerator,Amazon,ifb l,38633.0
IFB 465L,43839,Refrigerator,Flipkart,ifb l,43839.0
IFB 465L,39502,Refrigerator,Amazon,ifb l,39502.0
IFB 465L,43858,Refrigerator,Flipkart,ifb l,43858.0
IFB 465L - Red,41004,Refrigerator,Amazon,ifb l red,41004.0
IFB 465L - Red,42758,Refrigerator,Flipkart,ifb l red,42758.0
IFB 465L,39312,Refrigerator,Amazon,ifb l,39312.0
IFB 465L,44952,Refrigerator,Flipkart,ifb l,44952.0
IFB 465L - Silver,38776,Refrigerator,Amazon,ifb l silver,38776.0
IFB 465L - Silver,44145,Refrigerator,Flipkart,ifb l silver,44145.0
Electrolux 420L,35624,Refrigerator,Amazon,electrolux l,35624.0
Electrolux 420L,38318,Refrigerator,Flipkart,electrolux l,38318.0
Electrolux 420L - Silver,33272,Refrigerator,Amazon,electrolux l silver,33272.0
Electrolux 420L - Silver,37178,Refrigerator,Flipkart,electrolux l silver,37178.0
Electrolux 420L,33127,Refrigerator,Amazon,electrolux l,33127.0
Electrolux 420L,37826,Refrigerator,Flipkart,electrolux l,37826.0
Electrolux 420L - Green,33129,Refrigerator,Amazon,electrolux l green,33129.0
Electrolux 420L - Green,39337,Refrigerator,Flipkart,electrolux l green,39337.0
Electrolux 420L - Black,35554,Refrigerator,Amazon,electrolux l black,35554.0
Electrolux 420L - Black,39871,Refrigerator,Flipkart,electrolux l black,39871.0
Electrolux 420L,35480,Refrigerator,Amazon,electrolux l,35480.0
Electrolux 420L,39939,Refrigerator,Flipkart,electrolux l,39939.0
Electrolux 420L - White,35684,Refrigerator,Amazon,electrolux l white,35684.0
Electrolux 420L - White,39011,Refrigerator,Flipkart,electrolux l white,39011.0
Electrolux 420L,35616,Refrigerator,Amazon,electrolux l,35616.0
Electrolux 420L,37247,Refrigerator,Flipkart,electrolux l,37247.0
Midea 450L,26252,Refrigerator,Amazon,midea l,26252.0
Midea 450L,29900,Refrigerator,Flipkart,midea l,29900.0
Midea 450L,23165,Refrigerator,Amazon,midea l,23165.0
Midea 450L,30006,Refrigerator,Flipkart,midea l,30006.0
Midea 450L - White,26868,Refrigerator,Amazon,midea l white,26868.0
Midea 450L - White,27883,Refrigerator,Flipkart,midea l white,27883.0
Midea 450L,23945,Refrigerator,Amazon,midea l,23945.0
Midea 450L,29176,Refrigerator,Flipkart,midea l,29176.0
Midea 450L - Silver,25689,Refrigerator,Amazon,midea l silver,25689.0
Midea 450L - Silver,28017,Refrigerator,Flipkart,midea l silver,28017.0
Midea 450L - Red,25285,Refrigerator,Amazon,midea l red,25285.0
Midea 450L - Red,28699,Refrigerator,Flipkart,midea l red,28699.0
Midea 450L,24748,Refrigerator,Amazon,midea l,24748.0
Midea 450L,30615,Refrigerator,Flipkart,midea l,30615.0
Realme 650L - Purple,23066,Refrigerator,Amazon,realme l purple,23066.0
Realme 650L - Purple,26381,Refrigerator,Flipkart,realme l purple,26381.0
Realme 650L - Green,23252,Refrigerator,Amazon,realme l green,23252.0
Realme 650L - Green,26328,Refrigerator,Flipkart,realme l green,26328.0
Realme 650L,24382,Refrigerator,Amazon,realme l,24382.0
Realme 650L,27972,Refrigerator,Flipkart,realme l,27972.0
Realme 650L,23233,Refrigerator,Amazon,realme l,23233.0
Realme 650L,25875,Refrigerator,Flipkart,realme l,25875.0
Realme 650L,24048,Refrigerator,Amazon,realme l,24048.0
Realme 650L,26039,Refrigerator,Flipkart,realme l,26039.0
Realme 650L,24930,Refrigerator,Amazon,realme l,24930.0
Realme 650L,26625,Refrigerator,Flipkart,realme l,26625.0
Realme 650L,22164,Refrigerator,Amazon,realme l,22164.0
Realme 650L,27439,Refrigerator,Flipkart,realme l,27439.0
Realme 650L,24645,Refrigerator,Amazon,realme l,24645.0
Realme 650L,26235,Refrigerator,Flipkart,realme l,26235.0
Samsung 7kg - Blue,25087,Washing Machine,Amazon,samsung kg blue,25087.0
Samsung 7kg - Blue,31159,Washing Machine,Flipkart,samsung kg blue,31159.0
Samsung 7kg - Silver,27277,Washing Machine,Amazon,samsung kg silver,27277.0
Samsung 7kg - Silver,30336,Washing Machine,Flipkart,samsung kg silver,30336.0
Samsung 7kg,26884,Washing Machine,Amazon,samsung kg,26884.0
Samsung 7kg,29455,Washing Machine,Flipkart,samsung kg,29455.0
Samsung 7kg,28642,Washing Machine,Amazon,samsung kg,28642.0
Samsung 7kg,30383,Washing Machine,Flipkart,samsung kg,30383.0
Samsung 7kg - Gold,26229,Washing Machine,Amazon,samsung kg gold,26229.0
Samsung 7kg - Gold,28375,Washing Machine,Flipkart,samsung kg gold,28375.0
Samsung 7kg,28246,Washing Machine,Amazon,samsung kg,28246.0
Samsung 7kg,29975,Washing Machine,Flipkart,samsung kg,29975.0
Samsung 7kg,28355,Washing Machine,Amazon,samsung kg,28355.0
Samsung 7kg,31716,Washing Machine,Flipkart,samsung kg,31716.0
LG 7kg,27309,Washing Machine,Amazon,lg kg,27309.0
LG 7kg,29359,Washing Machine,Flipkart,lg kg,29359.0
LG 7kg - Green,25424,Washing Machine,Amazon,lg kg green,25424.0
LG 7kg - Green,30602,Washing Machine,Flipkart,lg kg green,30602.0
LG 7kg,27561,Washing Machine,Amazon,lg kg,27561.0
LG 7kg,30154,Washing Machine,Flipkart,lg kg,30154.0
LG 7kg - Green,27802,Washing Machine,Amazon,lg kg green,27802.0
LG 7kg - Green,27045,Washing Machine,Flipkart,lg kg green,27045.0
LG 7kg,26146,Washing Machine,Amazon,lg kg,26146.0
LG 7kg,27167,Washing Machine,Flipkart,lg kg,27167.0
LG 7kg - Silver,25337,Washing Machine,Amazon,lg kg silver,25337.0
LG 7kg - Silver,29056,Washing Machine,Flipkart,lg kg silver,29056.0
LG 7kg - White,26995,Washing Machine,Amazon,lg kg white,26995.0
LG 7kg - White,28608,Washing Machine,Flipkart,lg kg white,28608.0
LG 7kg,25185,Washing Machine,Amazon,lg kg,25185.0
LG 7kg,30219,Washing Machine,Flipkart,lg kg,30219.0
LG 7kg - Black,24337,Washing Machine,Amazon,lg kg black,24337.0
LG 7kg - Black,28948,Washing Machine,Flipkart,lg kg black,28948.0
LG 7kg,25074,Washing Machine,Amazon,lg kg,25074.0
LG 7kg,27347,Washing Machine,Flipkart,lg kg,27347.0
Whirlpool 7kg,21533,Washing Machine,Amazon,whirlpool kg,21533.0
Whirlpool 7kg,27120,Washing Machine,Flipkart,whirlpool kg,27120.0
Whirlpool 7kg - Gold,22997,Washing Machine,Amazon,whirlpool kg gold,22997.0
Whirlpool 7kg - Gold,25618,Washing Machine,Flipkart,whirlpool kg gold,25618.0
Whirlpool 7kg,24012,Washing Machine,Amazon,whirlpool kg,24012.0
Whirlpool 7kg,26146,Washing Machine,Flipkart,whirlpool kg,26146.0
Whirlpool 7kg,24180,Washing Machine,Amazon,whirlpool kg,24180.0
Whirlpool 7kg,25760,Washing Machine,Flipkart,whirlpool kg,25760.0
Whirlpool 7kg,21459,Washing Machine,Amazon,whirlpool kg,21459.0
Whirlpool 7kg,26750,Washing Machine,Flipkart,whirlpool kg,26750.0
Whirlpool 7kg,21779,Washing Machine,Amazon,whirlpool kg,21779.0
Whirlpool 7kg,25312,Washing Machine,Flipkart,whirlpool kg,25312.0
Whirlpool 7kg - Purple,21692,Washing Machine,Amazon,whirlpool kg purple,21692.0
Whirlpool 7kg - Purple,25431,Washing Machine,Flipkart,whirlpool kg purple,25431.0
Whirlpool 7kg - Gold,21182,Washing Machine,Amazon,whirlpool kg gold,21182.0
Whirlpool 7kg - Gold,27784,Washing Machine,Flipkart,whirlpool kg gold,27784.0
Whirlpool 7kg - White,24102,Washing Machine,Amazon,whirlpool kg white,24102.0
Whirlpool 7kg - White,26982,Washing Machine,Flipkart,whirlpool kg white,26982.0
Whirlpool 7kg - Blue,24885,Washing Machine,Amazon,whirlpool kg blue,24885.0
Whirlpool 7kg - Blue,26542,Washing Machine,Flipkart,whirlpool kg blue,26542.0
Godrej 6.5kg,21293,Washing Machine,Amazon,godrej kg,21293.0
Godrej 6.5kg,21454,Washing Machine,Flipkart,godrej kg,21454.0
Godrej 6.5kg - Gold,19358,Washing Machine,Amazon,godrej kg gold,19358.0
Godrej 6.5kg - Gold,21855,Washing Machine,Flipkart,godrej kg gold,21855.0
Godrej 6.5kg,20142,Washing Machine,Amazon,godrej kg,20142.0
Godrej 6.5kg,24072,Washing Machine,Flipkart,godrej kg,24072.0
Godrej 6.5kg - Black,20988,Washing Machine,Amazon,godrej kg black,20988.0
Godrej 6.5kg - Black,21577,Washing Machine,Flipkart,godrej kg black,21577.0
Godrej 6.5kg - Blue,21710,Washing Machine,Amazon,godrej kg blue,21710.0
Godrej 6.5kg - Blue,23716,Washing Machine,Flipkart,godrej kg blue,23716.0
Godrej 6.5kg - Blue,19162,Washing Machine,Amazon,godrej kg blue,19162.0
Godrej 6.5kg - Blue,21821,Washing Machine,Flipkart,godrej kg blue,21821.0
Godrej 6.5kg,20680,Washing Machine,Amazon,godrej kg,20680.0
Godrej 6.5kg,24870,Washing Machine,Flipkart,godrej kg,24870.0
Godrej 6.5kg - Red,19110,Washing Machine,Amazon,godrej kg red,19110.0
Godrej 6.5kg - Red,23714,Washing Machine,Flipkart,godrej kg red,23714.0
Godrej 6.5kg - Green,19197,Washing Machine,Amazon,godrej kg green,19197.0
Godrej 6.5kg - Green,24551,Washing Machine,Flipkart,godrej kg green,24551.0
Godrej 6.5kg - White,19558,Washing Machine,Amazon,godrej kg white,19558.0
Godrej 6.5kg - White,23081,Washing Machine,Flipkart,godrej kg white,23081.0
Bosch 7kg,29176,Washing Machine,Amazon,bosch kg,29176.0
Bosch 7kg,31359,Washing Machine,Flipkart,bosch kg,31359.0
Bosch 7kg - Black,28874,Washing Machine,Amazon,bosch kg black,28874.0
Bosch 7kg - Black,33295,Washing Machine,Flipkart,bosch kg black,33295.0
Bosch 7kg,30776,Washing Machine,Amazon,bosch kg,30776.0
Bosch 7kg,33167,Washing Machine,Flipkart,bosch kg,33167.0
Bosch 7kg,30048,Washing Machine,Amazon,bosch kg,30048.0
Bosch 7kg,31642,Washing Machine,Flipkart,bosch kg,31642.0
Bosch 7kg,29559,Washing Machine,Amazon,bosch kg,29559.0
Bosch 7kg,32237,Washing Machine,Flipkart,bosch kg,32237.0
Bosch 7kg,28128,Washing Machine,Amazon,bosch kg,28128.0
Bosch 7kg,34324,Washing Machine,Flipkart,bosch kg,34324.0
Bosch 7kg - Black,28584,Washing Machine,Amazon,bosch kg black,28584.0
Bosch 7kg - Black,34646,Washing Machine,Flipkart,bosch kg black,34646.0
Bosch 7kg,27922,Washing Machine,Amazon,bosch kg,27922.0
Bosch 7kg,31620,Washing Machine,Flipkart,bosch kg,31620.0
Bosch 7kg - Gold,27561,Washing Machine,Amazon,bosch kg gold,27561.0
Bosch 7kg - Gold,31358,Washing Machine,Flipkart,bosch kg gold,31358.0
IFB 7kg - Red,30624,Washing Machine,Amazon,ifb kg red,30624.0
IFB 7kg - Red,35745,Washing Machine,Flipkart,ifb kg red,35745.0
IFB 7kg - Gold,30538,Washing Machine,Amazon,ifb kg gold,30538.0
IFB 7kg - Gold,34845,Washing Machine,Flipkart,ifb kg gold,34845.0
IFB 7kg - Silver,32819,Washing Machine,Amazon,ifb kg silver,32819.0
IFB 7kg - Silver,36887,Washing Machine,Flipkart,ifb kg silver,36887.0
IFB 7kg - Silver,33722,Washing Machine,Amazon,ifb kg silver,33722.0
IFB 7kg - Silver,37995,Washing Machine,Flipkart,ifb kg silver,37995.0
IFB 7kg - White,32281,Washing Machine,Amazon,ifb kg white,32281.0
IFB 7kg - White,36182,Washing Machine,Flipkart,ifb kg white,36182.0
IFB 7kg,33437,Washing Machine,Amazon,ifb kg,33437.0
IFB 7kg,37601,Washing Machine,Flipkart,ifb kg,37601.0
IFB 7kg - Green,31304,Washing Machine,Amazon,ifb kg green,31304.0
IFB 7kg - Green,37604,Washing Machine,Flipkart,ifb kg green,37604.0
IFB 7kg - Blue,33053,Washing Machine,Amazon,ifb kg blue,33053.0
IFB 7kg - Blue,37823,Washing Machine,Flipkart,ifb kg blue,37823.0
IFB 7kg,30768,Washing Machine,Amazon,ifb kg,30768.0
IFB 7kg,34436,Washing Machine,Flipkart,ifb kg,34436.0
Haier 6kg - Gold,18526,Washing Machine,Amazon,haier kg gold,18526.0
Haier 6kg - Gold,20092,Washing Machine,Flipkart,haier kg gold,20092.0
